Timestamp,"1. Age
Example: 23 [Restricted to 19ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","  2. Gender
Example: Male  ","3. Study_Hours (per day) 
Example: 3","4. Class_Attendance (%) 
Example: 85 ","5. Tuition (Private Coaching) 
Example: Yes","6. Exam_Frequency (per semester) 
Example: 4",7. Assignment_Load (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"8. Sleep_Hours (per day) 
Example: 6","9. Physical_Exercise (hours per week) 
Example: 2 ","10. Social_Media_Use (hours per day) 
Example: 3","11. Screen_Time (hours per day) 
Example: 6 ","12. Family_Income_Level 
Example: Middle",13. Peer_Pressure (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,14. Family_Support (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15. Anxiety_Level (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"16. University_Type 
Example: Public University",17. Stress_Score (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"18. Stress_Level 
Example: Moderate"
2025/10/19 10:10:18 PM GMT+6,21,Female,3,74,No,8,2,4,Yes,7,1,Medium,4,2,7,Private University,17,Medium
2025/10/19 10:46:47 PM GMT+6,21,Male,6,43,Yes,7,7,5,Yes,0,4,Medium,9,2,9,National University,18,Medium
2025/10/19 11:23:16 PM GMT+6,24,Female,1,55,No,5,2,8,No,4,9,Medium,1,2,9,Private University,19,Medium
2025/10/19 11:59:45 PM GMT+6,24,Female,6,89,Yes,9,9,7,No,3,5,Medium,3,2,1,Private University,18,Medium
2025/10/20 12:36:13 AM GMT+6,19,Female,6,70,No,5,7,5,Yes,0,11,Medium,3,4,2,Public University,14,Medium
2025/10/20 01:12:42 AM GMT+6,23,Female,0,42,No,7,1,7,Yes,1,10,Medium,5,3,9,Private University,16,Medium
2025/10/20 01:49:11 AM GMT+6,23,Female,2,56,No,6,3,6,Yes,0,11,Medium,5,2,4,Public University,14,Medium
2025/10/20 02:25:40 AM GMT+6,21,Male,1,66,Yes,6,1,4,No,3,2,Low,5,4,2,Private University,6,Low
2025/10/20 03:02:08 AM GMT+6,19,Female,8,56,Yes,8,6,5,No,1,9,Low,4,1,1,National University,19,Medium
2025/10/20 03:38:37 AM GMT+6,23,Male,2,76,Yes,1,1,8,Yes,3,1,Medium,1,9,5,National University,-8,Low
2025/10/20 04:15:06 AM GMT+6,24,Female,8,66,No,2,6,6,No,6,2,Medium,1,2,9,National University,17,Medium
2025/10/20 04:51:35 AM GMT+6,20,Male,9,89,Yes,7,3,8,Yes,1,9,High,2,9,7,National University,8,Low
2025/10/20 05:28:04 AM GMT+6,22,Female,9,91,No,2,9,6,No,3,2,Low,4,3,1,Public University,8,Low
2025/10/20 06:04:32 AM GMT+6,20,Female,7,73,No,4,8,6,No,3,4,Low,5,1,3,Public University,15,Medium
2025/10/20 06:41:01 AM GMT+6,24,Female,6,92,Yes,4,3,8,No,1,1,High,8,7,3,Private University,-3,Low
2025/10/20 07:17:30 AM GMT+6,22,Female,3,69,Yes,2,8,5,Yes,7,2,High,4,8,6,Private University,10,Low
2025/10/20 07:53:59 AM GMT+6,20,Male,8,50,Yes,3,2,6,Yes,3,1,Medium,3,3,9,Private University,7,Low
2025/10/20 08:30:27 AM GMT+6,20,Female,4,79,No,3,9,8,Yes,6,9,Medium,5,9,4,Private University,12,Medium
2025/10/20 09:06:56 AM GMT+6,20,Male,9,74,Yes,5,7,9,Yes,3,6,Medium,7,4,2,Public University,8,Low
2025/10/20 09:43:25 AM GMT+6,19,Male,0,76,Yes,6,4,5,No,5,11,Medium,4,2,9,National University,28,High
2025/10/20 10:19:54 AM GMT+6,19,Male,8,54,No,2,9,6,Yes,2,10,Low,9,1,1,Private University,15,Medium
2025/10/20 10:56:23 AM GMT+6,24,Male,4,88,Yes,6,7,6,Yes,7,1,Medium,5,6,3,Private University,10,Low
2025/10/20 11:32:51 AM GMT+6,20,Male,5,98,Yes,6,5,6,No,7,3,Low,9,4,3,National University,14,Medium
2025/10/20 12:09:20 PM GMT+6,20,Male,0,87,Yes,8,6,7,No,3,9,Medium,6,2,5,Private University,22,High
2025/10/20 12:45:49 PM GMT+6,23,Female,5,75,No,4,4,9,No,6,2,Low,3,2,8,National University,13,Medium
2025/10/20 01:22:18 PM GMT+6,24,Male,2,49,No,5,2,9,No,2,8,Low,9,1,4,Public University,11,Medium
2025/10/20 01:58:46 PM GMT+6,21,Female,2,59,Yes,6,2,8,No,3,6,High,2,2,1,Public University,8,Low
2025/10/20 02:35:15 PM GMT+6,23,Female,3,71,No,9,8,7,No,0,6,Low,9,9,3,National University,10,Low
2025/10/20 03:11:44 PM GMT+6,22,Male,5,98,No,3,2,8,No,4,4,Medium,2,4,9,National University,10,Low
2025/10/20 03:48:13 PM GMT+6,24,Female,3,61,Yes,6,7,7,Yes,7,8,Medium,6,6,7,Public University,20,Medium
2025/10/20 04:24:42 PM GMT+6,24,Male,7,63,No,3,5,4,Yes,4,9,Medium,7,3,8,National University,20,Medium
2025/10/20 05:01:10 PM GMT+6,19,Male,1,67,Yes,9,4,5,No,2,5,Medium,4,6,4,National University,13,Medium
2025/10/20 05:37:39 PM GMT+6,22,Male,7,40,No,2,8,9,Yes,4,10,Low,2,4,4,Private University,13,Medium
2025/10/20 06:14:08 PM GMT+6,22,Male,6,61,No,3,4,8,No,2,4,Medium,7,2,7,Private University,10,Low
2025/10/20 06:50:37 PM GMT+6,20,Female,9,46,Yes,3,6,8,No,3,6,Low,3,7,8,Public University,11,Medium
2025/10/20 07:27:05 PM GMT+6,22,Female,9,74,No,4,5,5,Yes,4,3,Medium,7,6,9,Public University,12,Medium
2025/10/20 08:03:34 PM GMT+6,21,Male,5,54,No,5,9,9,No,3,5,Low,7,2,8,National University,19,Medium
2025/10/20 08:40:03 PM GMT+6,24,Male,5,79,Yes,3,7,7,Yes,1,1,Low,3,2,1,Private University,2,Low
2025/10/20 09:16:32 PM GMT+6,23,Male,7,41,Yes,1,7,8,No,0,7,Low,9,5,8,National University,10,Low
2025/10/20 09:53:01 PM GMT+6,20,Female,8,45,Yes,4,7,9,Yes,2,9,Medium,9,6,8,Private University,13,Medium
2025/10/20 10:29:29 PM GMT+6,24,Female,5,43,No,3,2,4,Yes,5,1,High,3,2,5,Private University,8,Low
2025/10/20 11:05:58 PM GMT+6,24,Male,1,99,No,7,8,6,Yes,3,3,High,9,9,5,Private University,9,Low
2025/10/20 11:42:27 PM GMT+6,23,Male,7,89,Yes,6,9,9,Yes,3,10,Low,5,8,3,National University,12,Medium
2025/10/21 12:18:56 AM GMT+6,22,Male,6,42,No,1,2,5,Yes,2,10,Low,5,9,8,National University,7,Low
2025/10/21 12:55:24 AM GMT+6,22,Male,4,64,Yes,5,2,6,Yes,3,10,Low,9,6,7,National University,13,Medium
2025/10/21 01:31:53 AM GMT+6,21,Male,6,46,No,4,5,8,Yes,1,2,Medium,8,6,2,National University,-2,Low
2025/10/21 02:08:22 AM GMT+6,19,Male,0,96,No,4,3,7,No,5,7,High,1,4,4,National University,12,Medium
2025/10/21 02:44:51 AM GMT+6,24,Female,0,69,No,9,2,7,No,4,2,High,5,5,6,Private University,11,Medium
2025/10/21 03:21:20 AM GMT+6,20,Male,0,51,Yes,6,8,9,Yes,0,3,Medium,5,9,8,National University,5,Low
2025/10/21 03:57:48 AM GMT+6,19,Male,3,40,Yes,6,9,4,No,2,2,Low,5,9,8,National University,14,Medium
2025/10/21 04:34:17 AM GMT+6,23,Female,8,54,No,6,7,5,Yes,7,10,Medium,6,3,9,Public University,29,High
2025/10/21 05:10:46 AM GMT+6,23,Female,3,62,No,5,4,8,No,7,1,Low,5,3,1,Private University,7,Low
2025/10/21 05:47:15 AM GMT+6,24,Male,9,57,Yes,1,6,6,Yes,2,2,Medium,3,4,5,National University,4,Low
2025/10/21 06:23:44 AM GMT+6,23,Female,8,76,Yes,3,4,5,Yes,7,3,High,4,6,5,Public University,9,Low
2025/10/21 07:00:12 AM GMT+6,22,Female,3,52,No,8,3,6,No,7,5,Low,9,3,2,Private University,16,Medium
2025/10/21 07:36:41 AM GMT+6,20,Female,5,58,Yes,6,8,5,Yes,6,9,Low,7,2,8,Private University,28,High
2025/10/21 08:13:10 AM GMT+6,20,Male,5,76,No,7,2,7,No,6,3,Low,8,9,5,Public University,7,Low
2025/10/21 08:49:39 AM GMT+6,19,Male,3,55,Yes,9,7,9,No,3,5,Low,4,1,1,Public University,15,Medium
2025/10/21 09:26:07 AM GMT+6,21,Female,3,45,No,3,7,7,No,5,3,Medium,1,8,9,National University,12,Medium
2025/10/21 10:02:36 AM GMT+6,21,Male,6,96,Yes,1,3,7,No,0,4,Medium,2,1,1,Private University,1,Low
2025/10/21 10:39:05 AM GMT+6,23,Male,0,91,Yes,8,8,7,No,6,3,Medium,8,3,9,Private University,24,High
2025/10/21 11:15:34 AM GMT+6,20,Female,0,63,Yes,7,4,7,No,5,7,High,5,4,7,Public University,19,Medium
2025/10/21 11:52:03 AM GMT+6,23,Male,3,53,Yes,2,2,6,Yes,6,8,Medium,7,2,8,Public University,16,Medium
2025/10/21 12:28:31 PM GMT+6,20,Female,8,47,Yes,6,7,8,Yes,4,8,Low,5,8,8,Private University,15,Medium
2025/10/21 01:05:00 PM GMT+6,24,Female,6,64,Yes,7,9,9,No,7,6,Medium,2,8,2,Public University,14,Medium
2025/10/21 01:41:29 PM GMT+6,22,Female,5,60,Yes,2,2,6,No,1,8,Low,1,9,5,Public University,3,Low
2025/10/21 02:17:58 PM GMT+6,23,Female,5,60,No,3,6,8,Yes,2,3,Low,4,8,3,National University,-1,Low
2025/10/21 02:54:26 PM GMT+6,24,Female,2,66,No,1,7,8,Yes,5,11,Medium,3,4,1,National University,11,Medium
2025/10/21 03:30:55 PM GMT+6,23,Male,8,83,No,7,5,9,No,4,8,Medium,1,2,1,Private University,14,Medium
2025/10/21 04:07:24 PM GMT+6,22,Female,0,77,Yes,3,9,4,No,1,2,Medium,8,5,6,Private University,12,Medium
2025/10/21 04:43:53 PM GMT+6,22,Female,5,66,No,1,6,9,Yes,1,7,High,1,4,2,Private University,2,Low
2025/10/21 05:20:22 PM GMT+6,21,Female,1,89,Yes,7,8,8,No,6,11,Low,3,2,9,Private University,31,High
2025/10/21 05:56:50 PM GMT+6,23,Female,8,75,No,3,8,5,No,3,5,High,9,9,4,Private University,9,Low
2025/10/21 06:33:19 PM GMT+6,23,Male,5,77,Yes,9,3,5,Yes,5,3,Low,9,6,4,National University,11,Medium
2025/10/21 07:09:48 PM GMT+6,23,Male,5,79,Yes,2,7,6,No,0,5,Medium,8,4,3,Private University,7,Low
2025/10/21 07:46:17 PM GMT+6,20,Male,0,81,No,4,3,7,No,5,9,Low,3,1,1,Public University,14,Medium
2025/10/21 08:22:45 PM GMT+6,21,Female,6,89,Yes,5,6,5,No,7,6,Medium,6,8,8,Private University,19,Medium
2025/10/21 08:59:14 PM GMT+6,24,Male,2,94,No,8,8,6,Yes,2,2,Medium,3,1,7,Public University,18,Medium
2025/10/21 09:35:43 PM GMT+6,24,Female,8,44,No,1,7,8,Yes,7,6,Low,4,9,9,Private University,11,Medium
2025/10/21 10:12:12 PM GMT+6,21,Female,4,42,Yes,5,5,8,Yes,3,11,Low,8,5,2,Private University,11,Medium
2025/10/21 10:48:41 PM GMT+6,22,Female,1,92,No,1,4,5,Yes,6,11,Medium,8,7,9,Public University,17,Medium
2025/10/21 11:25:09 PM GMT+6,20,Male,3,86,Yes,9,1,8,Yes,5,5,Medium,5,1,9,Public University,18,Medium
2025/10/22 12:01:38 AM GMT+6,24,Female,9,44,No,7,8,8,No,2,2,Low,9,3,8,Private University,16,Medium
2025/10/22 12:38:07 AM GMT+6,20,Female,6,65,Yes,7,2,7,No,2,6,Medium,7,7,1,Public University,4,Low
2025/10/22 01:14:36 AM GMT+6,23,Female,2,54,No,4,6,5,No,5,3,Medium,4,7,9,National University,15,Medium
2025/10/22 01:51:04 AM GMT+6,22,Male,1,70,No,8,5,9,Yes,6,1,High,6,6,2,Private University,5,Low
2025/10/22 02:27:33 AM GMT+6,23,Male,6,40,Yes,5,1,7,No,0,1,Medium,4,5,7,National University,2,Low
2025/10/22 03:04:02 AM GMT+6,23,Female,2,72,Yes,5,4,8,No,0,11,Medium,9,4,8,Public University,16,Medium
2025/10/22 03:40:31 AM GMT+6,22,Male,4,89,No,9,3,5,Yes,4,8,Medium,7,6,5,Private University,16,Medium
2025/10/22 04:17:00 AM GMT+6,24,Male,2,57,Yes,3,1,4,No,7,3,Medium,7,3,7,National University,14,Medium
2025/10/22 04:53:28 AM GMT+6,22,Male,4,58,Yes,4,6,7,No,6,8,Medium,8,5,6,National University,18,Medium
2025/10/22 05:29:57 AM GMT+6,23,Male,4,45,No,1,1,7,No,0,6,Medium,9,9,9,National University,1,Low
2025/10/22 06:06:26 AM GMT+6,22,Male,6,64,Yes,1,3,4,No,4,5,Low,1,2,8,Public University,15,Medium
2025/10/22 06:42:55 AM GMT+6,23,Female,2,93,No,7,4,7,No,7,3,Low,8,6,3,Public University,11,Medium
2025/10/22 07:19:23 AM GMT+6,22,Female,1,96,No,5,6,5,Yes,6,8,Low,9,5,3,Private University,16,Medium
2025/10/22 07:55:52 AM GMT+6,22,Male,4,56,No,8,7,9,No,4,4,Low,6,9,1,Private University,6,Low
2025/10/22 08:32:21 AM GMT+6,24,Female,1,59,No,6,9,5,Yes,1,10,Medium,5,1,7,National University,25,High
2025/10/22 09:08:50 AM GMT+6,20,Female,3,86,No,9,6,4,No,1,6,Medium,2,8,8,Public University,18,Medium
2025/10/22 09:45:19 AM GMT+6,20,Female,4,90,No,9,1,7,No,5,5,Medium,3,1,5,Public University,17,Medium
2025/10/22 10:21:47 AM GMT+6,24,Male,8,54,No,8,3,9,Yes,2,4,Low,4,7,1,Public University,0,Low
2025/10/22 10:58:16 AM GMT+6,23,Female,2,54,Yes,8,4,8,No,4,8,Low,6,9,3,National University,10,Low
2025/10/22 11:34:45 AM GMT+6,22,Female,9,70,No,6,2,9,Yes,0,2,Medium,3,3,2,Public University,-2,Low
2025/10/22 12:11:14 PM GMT+6,20,Male,4,92,Yes,9,7,5,No,1,3,High,8,4,3,Private University,14,Medium
2025/10/22 12:47:43 PM GMT+6,20,Female,9,49,Yes,5,9,7,Yes,5,4,Medium,8,4,1,Public University,11,Medium
2025/10/22 01:24:11 PM GMT+6,19,Female,2,80,No,9,4,6,No,5,4,Low,5,9,5,Private University,12,Medium
2025/10/22 02:00:40 PM GMT+6,24,Female,5,82,Yes,6,9,5,Yes,4,8,High,8,7,8,Private University,21,High
2025/10/22 02:37:09 PM GMT+6,21,Female,8,78,No,7,8,9,Yes,7,8,High,8,7,5,Private University,17,Medium
2025/10/22 03:13:38 PM GMT+6,21,Male,7,97,No,2,7,6,No,3,8,Low,6,1,2,Public University,15,Medium
2025/10/22 03:50:06 PM GMT+6,21,Female,8,44,No,2,5,4,Yes,0,8,Medium,4,8,9,Public University,10,Low
2025/10/22 04:26:35 PM GMT+6,22,Female,3,66,No,6,5,9,Yes,1,4,Medium,6,4,8,National University,9,Low
2025/10/22 05:03:04 PM GMT+6,23,Male,6,86,Yes,7,8,8,No,1,10,High,9,6,9,Public University,21,High
2025/10/22 05:39:33 PM GMT+6,24,Male,3,88,No,1,4,5,Yes,3,5,Medium,8,2,5,Private University,9,Low
2025/10/22 06:16:02 PM GMT+6,24,Female,7,65,Yes,2,1,8,No,4,8,Medium,6,9,8,Private University,6,Low
2025/10/22 06:52:30 PM GMT+6,24,Male,9,66,No,7,3,4,Yes,6,2,Low,6,3,2,National University,11,Medium
2025/10/22 07:28:59 PM GMT+6,19,Female,0,72,No,7,3,7,Yes,2,9,Low,3,3,7,Public University,16,Medium
2025/10/22 08:05:28 PM GMT+6,20,Female,9,74,Yes,2,4,6,Yes,6,6,Low,2,7,6,National University,9,Low
2025/10/22 08:41:57 PM GMT+6,24,Female,5,99,No,9,8,9,Yes,7,5,Low,7,9,2,National University,11,Medium
2025/10/22 09:18:25 PM GMT+6,21,Female,7,67,Yes,8,6,6,Yes,6,9,Medium,5,2,5,National University,24,High
2025/10/22 09:54:54 PM GMT+6,19,Male,9,88,No,1,2,9,No,7,3,Low,8,4,3,Private University,3,Low
2025/10/22 10:31:23 PM GMT+6,19,Male,2,43,No,8,7,4,Yes,1,6,Low,9,7,7,National University,16,Medium
2025/10/22 11:07:52 PM GMT+6,20,Male,6,41,Yes,9,3,9,Yes,7,1,Medium,8,7,6,Private University,8,Low
2025/10/22 11:44:21 PM GMT+6,22,Female,7,66,No,3,1,4,Yes,1,2,Medium,9,9,1,National University,-7,Low
2025/10/23 12:20:49 AM GMT+6,21,Male,7,70,Yes,7,1,5,No,2,5,Medium,6,6,3,National University,7,Low
2025/10/23 12:57:18 AM GMT+6,22,Male,0,68,Yes,6,7,6,Yes,4,2,Medium,9,2,7,Public University,16,Medium
2025/10/23 01:33:47 AM GMT+6,21,Male,4,77,Yes,6,4,6,Yes,5,4,Medium,2,9,2,National University,4,Low
2025/10/23 02:10:16 AM GMT+6,24,Female,7,41,Yes,1,2,7,Yes,1,3,Low,6,9,8,National University,-3,Low
2025/10/23 02:46:44 AM GMT+6,23,Male,1,56,Yes,3,6,5,No,0,5,Low,2,3,9,National University,15,Medium
2025/10/23 03:23:13 AM GMT+6,24,Female,6,41,No,6,6,8,Yes,4,4,Low,5,4,3,Public University,9,Low
2025/10/23 03:59:42 AM GMT+6,23,Male,6,94,Yes,3,1,6,No,4,5,Medium,2,3,5,Private University,9,Low
2025/10/23 04:36:11 AM GMT+6,20,Male,5,91,No,2,1,7,No,7,6,Low,8,5,1,Public University,5,Low
2025/10/23 05:12:40 AM GMT+6,21,Male,3,68,Yes,1,3,4,No,6,11,Medium,7,1,2,Public University,18,Medium
2025/10/23 05:49:08 AM GMT+6,23,Female,1,83,Yes,3,3,4,Yes,3,9,Medium,8,1,1,Private University,12,Medium
2025/10/23 06:25:37 AM GMT+6,19,Female,4,66,Yes,2,4,6,No,4,3,Low,4,8,3,Private University,2,Low
2025/10/23 07:02:06 AM GMT+6,21,Female,3,66,Yes,8,9,4,Yes,1,5,Medium,4,9,3,Public University,11,Medium
2025/10/23 07:38:35 AM GMT+6,23,Male,5,45,No,2,9,5,No,4,6,Medium,3,8,6,Public University,14,Medium
2025/10/23 08:15:03 AM GMT+6,19,Male,1,77,Yes,1,8,7,Yes,3,10,Low,8,5,8,National University,16,Medium
2025/10/23 08:51:32 AM GMT+6,21,Male,6,48,No,2,9,5,Yes,7,5,Medium,6,5,2,Public University,13,Medium
2025/10/23 09:28:01 AM GMT+6,23,Female,5,46,No,9,7,5,No,2,1,High,5,9,1,Private University,6,Low
2025/10/23 10:04:30 AM GMT+6,22,Female,1,56,Yes,2,3,9,Yes,7,11,Medium,3,8,9,Public University,13,Medium
2025/10/23 10:40:59 AM GMT+6,24,Female,9,77,No,9,7,4,Yes,4,7,Low,6,4,1,Public University,18,Medium
2025/10/23 11:17:27 AM GMT+6,21,Male,9,41,No,7,4,6,Yes,1,10,Low,6,4,3,National University,13,Medium
2025/10/23 11:53:56 AM GMT+6,24,Female,4,49,No,9,1,8,No,6,9,Medium,6,9,3,Private University,11,Medium
2025/10/23 12:30:25 PM GMT+6,22,Female,0,55,No,2,4,9,Yes,0,2,High,1,4,6,Public University,-1,Low
2025/10/23 01:06:54 PM GMT+6,20,Male,1,69,Yes,5,6,7,No,0,6,Medium,5,9,3,Public University,4,Low
2025/10/23 01:43:22 PM GMT+6,24,Female,7,79,No,4,7,7,Yes,1,5,Medium,5,2,9,Private University,15,Medium
2025/10/23 02:19:51 PM GMT+6,22,Female,0,54,No,9,1,5,No,3,7,Low,1,2,4,National University,17,Medium
2025/10/23 02:56:20 PM GMT+6,22,Female,3,48,No,6,4,7,No,3,8,Medium,3,3,6,Private University,17,Medium
2025/10/23 03:32:49 PM GMT+6,21,Male,2,63,Yes,2,6,9,Yes,6,9,Medium,4,7,2,Private University,7,Low
2025/10/23 04:09:18 PM GMT+6,21,Female,1,72,Yes,7,4,6,No,3,8,Medium,1,3,8,Private University,21,High
2025/10/23 04:45:46 PM GMT+6,22,Male,4,79,No,3,1,6,No,4,10,Medium,2,3,1,Public University,10,Low
2025/10/23 05:22:15 PM GMT+6,20,Female,6,53,No,9,7,7,No,2,4,Medium,8,4,9,Public University,20,Medium
2025/10/23 05:58:44 PM GMT+6,21,Male,0,47,No,2,1,5,Yes,2,1,High,4,8,1,Private University,-8,Low
2025/10/23 06:35:13 PM GMT+6,20,Male,7,85,Yes,6,8,5,No,6,1,Medium,1,9,8,National University,15,Medium
2025/10/23 07:11:42 PM GMT+6,20,Male,4,87,No,3,6,9,No,5,5,Medium,5,8,8,Private University,10,Low
2025/10/23 07:48:10 PM GMT+6,22,Female,6,89,No,5,1,7,No,2,1,Medium,1,2,6,Private University,6,Low
2025/10/23 08:24:39 PM GMT+6,20,Male,8,98,Yes,7,6,6,No,4,1,Medium,1,3,4,Private University,13,Medium
2025/10/23 09:01:08 PM GMT+6,23,Female,1,58,Yes,6,9,5,Yes,7,4,Medium,4,7,5,Private University,17,Medium
2025/10/23 09:37:37 PM GMT+6,22,Female,0,61,No,4,1,5,Yes,6,1,High,4,2,2,Public University,5,Low
2025/10/23 10:14:05 PM GMT+6,22,Male,9,46,No,7,9,4,No,0,5,High,4,7,3,National University,13,Medium
2025/10/23 10:50:34 PM GMT+6,23,Male,4,87,Yes,3,5,4,Yes,2,6,Low,2,3,2,National University,9,Low
2025/10/23 11:27:03 PM GMT+6,23,Male,5,51,Yes,1,6,4,No,1,1,Low,9,6,6,Private University,5,Low
2025/10/24 12:03:32 AM GMT+6,22,Female,6,86,Yes,8,5,9,No,7,2,Low,3,4,5,Public University,14,Medium
2025/10/24 12:40:01 AM GMT+6,24,Male,6,56,No,2,1,5,Yes,4,7,Low,7,3,6,Private University,10,Low
2025/10/24 01:16:29 AM GMT+6,20,Male,6,88,No,6,4,6,No,6,6,Low,1,1,3,Public University,18,Medium
2025/10/24 01:52:58 AM GMT+6,21,Female,7,40,No,5,2,7,No,1,3,Medium,1,7,3,Private University,0,Low
2025/10/24 02:29:27 AM GMT+6,20,Female,8,54,Yes,3,1,7,No,5,5,Low,8,9,3,Public University,1,Low
2025/10/24 03:05:56 AM GMT+6,21,Male,2,46,No,9,6,5,No,0,1,Low,6,8,2,Public University,5,Low
2025/10/24 03:42:24 AM GMT+6,19,Female,4,95,Yes,9,5,9,Yes,6,2,Medium,2,2,1,Public University,10,Low
2025/10/24 04:18:53 AM GMT+6,22,Female,9,42,Yes,5,1,4,No,5,8,Low,9,9,2,Public University,8,Low
2025/10/24 04:55:22 AM GMT+6,22,Female,9,98,No,7,4,9,No,5,3,Medium,5,5,1,National University,6,Low
2025/10/24 05:31:51 AM GMT+6,19,Male,5,80,Yes,8,8,5,Yes,0,2,Medium,9,1,7,Public University,17,Medium
2025/10/24 06:08:20 AM GMT+6,20,Male,7,44,Yes,3,7,9,No,2,8,Low,2,2,7,Public University,16,Medium
2025/10/24 06:44:48 AM GMT+6,19,Female,7,72,Yes,1,5,4,No,6,11,Medium,3,9,6,Private University,16,Medium
2025/10/24 07:21:17 AM GMT+6,21,Male,6,68,Yes,7,3,4,No,2,6,High,8,6,9,National University,17,Medium
2025/10/24 07:57:46 AM GMT+6,23,Female,0,99,Yes,4,5,7,No,0,4,Medium,1,2,4,Public University,8,Low
2025/10/24 08:34:15 AM GMT+6,23,Male,7,63,Yes,7,4,6,Yes,4,10,Medium,3,8,8,Public University,17,Medium
2025/10/24 09:10:43 AM GMT+6,19,Female,1,98,No,8,9,9,No,3,5,Medium,5,8,6,Private University,14,Medium
2025/10/24 09:47:12 AM GMT+6,22,Female,7,53,No,4,2,8,No,2,10,Medium,2,4,6,National University,12,Medium
2025/10/24 10:23:41 AM GMT+6,20,Female,6,95,Yes,2,1,7,Yes,6,4,Medium,8,6,8,Private University,6,Low
2025/10/24 11:00:10 AM GMT+6,20,Female,3,69,No,7,6,7,No,2,11,Low,6,6,3,Private University,16,Medium
2025/10/24 11:36:39 AM GMT+6,24,Female,0,77,No,5,3,6,No,5,3,Low,5,9,2,National University,3,Low
2025/10/24 12:13:07 PM GMT+6,24,Female,0,45,No,7,3,5,No,0,11,Low,3,6,9,Private University,19,Medium
2025/10/24 12:49:36 PM GMT+6,23,Female,9,71,Yes,5,3,7,Yes,0,3,Medium,9,7,9,Public University,4,Low
2025/10/24 01:26:05 PM GMT+6,22,Female,0,88,No,3,7,6,Yes,0,2,Medium,4,5,1,Private University,0,Low
2025/10/24 02:02:34 PM GMT+6,22,Male,4,99,No,2,2,5,Yes,1,3,High,6,7,8,Private University,2,Low
2025/10/24 02:39:02 PM GMT+6,21,Female,9,41,No,5,8,4,No,5,4,Medium,1,2,3,Public University,19,Medium
2025/10/24 03:15:31 PM GMT+6,19,Male,2,87,Yes,4,2,5,Yes,0,4,Low,8,9,1,Public University,-5,Low
2025/10/24 03:52:00 PM GMT+6,21,Female,3,40,Yes,7,8,8,Yes,7,5,Low,2,4,4,Public University,17,Medium
2025/10/24 04:28:29 PM GMT+6,24,Male,6,76,No,9,3,4,Yes,6,4,Medium,5,1,5,Public University,20,Medium
2025/10/24 05:04:58 PM GMT+6,22,Female,8,76,Yes,3,5,6,No,5,6,Low,3,1,4,Private University,16,Medium
2025/10/24 05:41:26 PM GMT+6,23,Male,6,78,No,2,7,6,No,6,2,High,5,9,9,National University,11,Medium
2025/10/24 06:17:55 PM GMT+6,20,Female,8,88,No,7,8,9,Yes,6,10,Medium,2,8,4,Public University,16,Medium
2025/10/24 06:54:24 PM GMT+6,22,Male,0,73,Yes,4,8,8,Yes,6,5,Low,8,4,1,National University,10,Low
2025/10/24 07:30:53 PM GMT+6,20,Female,8,70,No,3,8,7,Yes,2,6,High,5,9,9,National University,10,Low
2025/10/24 08:07:21 PM GMT+6,20,Male,1,40,Yes,7,5,7,No,6,3,Low,4,1,1,Private University,14,Medium
2025/10/24 08:43:50 PM GMT+6,23,Male,1,52,Yes,9,1,7,Yes,5,2,Low,2,9,3,National University,2,Low
2025/10/24 09:20:19 PM GMT+6,24,Female,3,80,Yes,2,1,4,Yes,3,8,Low,2,7,6,Public University,7,Low
2025/10/24 09:56:48 PM GMT+6,19,Female,1,85,Yes,3,6,9,Yes,4,2,High,8,8,6,National University,2,Low
2025/10/24 10:33:17 PM GMT+6,23,Female,4,48,No,8,1,6,No,2,4,Medium,2,6,5,Private University,8,Low
2025/10/24 11:09:45 PM GMT+6,24,Male,8,48,No,2,7,9,No,5,6,Medium,6,5,1,National University,7,Low
2025/10/24 11:46:14 PM GMT+6,22,Female,0,90,No,8,2,6,Yes,6,5,Low,8,8,5,Private University,10,Low
2025/10/25 12:22:43 AM GMT+6,22,Male,2,59,Yes,5,5,5,Yes,6,3,Low,6,3,4,Public University,13,Medium
2025/10/25 12:59:12 AM GMT+6,21,Female,4,80,Yes,8,5,7,No,3,4,High,1,9,4,Public University,8,Low
2025/10/25 01:35:41 AM GMT+6,20,Female,4,81,Yes,7,6,4,Yes,0,9,Medium,3,2,9,Public University,23,High
2025/10/25 02:12:09 AM GMT+6,24,Male,0,85,No,2,6,4,Yes,5,4,Low,4,1,4,Private University,14,Medium
2025/10/25 02:48:38 AM GMT+6,19,Male,0,87,Yes,1,9,8,No,5,8,High,6,9,6,Public University,12,Medium
